SurveyID,Answer ID,Questiontype,Questions,Answers,Inputtype
2158700,35628235,hate,What do you dislike about G2 Marketing Solutions?,"Overall, I like the way G2 looks at markets, but the way that G2 calculates ""Market Presence""— the Y-axis in Grid Reports — could use some improvement. It uses 15 factors like Number of Employees, Revenue, Web Presence, and  Social Presence. This gives large companies with hundreds of products and thousands of employees a distinct advantage over specialists that are better known in a given market. Companies like IBM and Microsoft will always score well in Market Presence because of their sheer size, even if they have only a handful of employees working on a given product.",comment
2158700,35630531,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,G2 has allowed us to shorten our sales cycles and help eliminate weaker competitors from our sales cycles.  This translates directly into higher revenue. ,comment
2158700,35630837,company,At which organization did you most recently use G2 Marketing Solutions?,Openprise,text_field
2182313,35885746,love,What do you like best about G2 Marketing Solutions?,Working with the G2 Crowd team has been a pleasure. They are very organized and make the relationship feel like a true partnership.,comment
2182313,35885787,hate,What do you dislike about G2 Marketing Solutions?,"We have had a few hiccups in rolling out our reviews campaign (landing pages with the wrong review incentive were sent out initially) but they have always been resolved quickly and with transparency from the G2 team. Even with the hiccups, we got a great response to our campaign and are happy with our on-boarding.",comment
2182313,35885990,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,The biggest benefit has been providing our sales and marketing teams with social proof of the value of our product. We use our reviews pages in numerous ways to support sales and marketing initiatives and it's having an extremely positive impact. Our sales team are happy! We are just starting to use Buyer Intent data for outbound campaigns as well.,comment
2182313,35886276,company,At which organization did you most recently use G2 Marketing Solutions?,Envisio,text_field
2188856,35997171,love,What do you like best about G2 Marketing Solutions?,Actionable information on my prospects at my fingertips.,comment
2188856,35997225,hate,What do you dislike about G2 Marketing Solutions?,Quadrant rating sometimes skewed based on a variety of factors.,comment
2188856,35997303,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,I am using it for Sales prospecting.,comment
2202399,36175359,benefits,What problems is G2 Marketing Solutions solving and how is that benefiting you?,Leads,comment
2202399,36175407,company,At which organization did you most recently use G2 Marketing Solutions?,3PL Central,text_field
2202399,36175418,industry,What is your industry when using this product?,Warehousing,dropdown
2264645,36903290,love,What do you like best about G2 Marketing Solutions?,"The team tailored onboarding to my particular needs - it never felt too slow or too rushed. Now that our product is up and running, I feel confident our G2 reviews are helping us to win in our category. ",comment
